,Canonical_smiles,Murcko,ClassC,No
7643,C[C@@H]1C[C@H](N)CN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCCCC4)n3n2)cc1,1,6741
5779,Cc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,1,200
7669,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccncc5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccncc4)[nH]2)C3)cc1,1,3362
2730,CC1(C)C[C@@H](NC(=O)c2ccccc2O)c3cc(c4ccc(Cl)cc4)c(nc3O1)c5ccc(Cl)cc5Cl,O=C(NC1CCOc2nc(-c3ccccc3)c(-c3ccccc3)cc21)c1ccccc1,0,5880
5466,CC1=CC(=O)Oc2cc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,6733
3710,FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5cncs5)c2c1,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,1,4546
1784,FC(F)(F)Oc1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2,O=C(COc1ccccc1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,1,8052
3664,FC(F)(F)c1ccc2[nH]nc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)N5C=CC=CC5=O)c2c1,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCC(n3ccccc3=O)CC2)C1,0,4352
4299,COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CNCC2CCN(CCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6330
7139,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1992
3767,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccc(OC)cc3)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,4350
4573,COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,O=c1c2ccccc2c(Cc2ccccc2)nn1CC1CCCN1,1,2652
1111,CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(cc1)C#N,c1ccccc1,1,3404
622,CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c4ccc(cc4)C#N)C(=O)Nc5ccc(F)c(c5)C(F)(F)F)CC1,O=C(Nc1ccccc1)N(CCCN1CCNCC1)C1CCC2(c3ccccc3)CC12,1,2828
4809,O=C1C=Cc2ccc(cc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C#N,O=c1ccc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,2031
6462,COc1ccc2nc(OC)cc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,7199
1640,Cc1ccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,7417
669,Oc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,6108
6741,O=C1COc2ccc(CNC3CCN(CCN4C(=O)C=Cc5ncc(O[C@H]6CCOC6)cc45)CC3)nc2N1,O=C1COc2ccc(CNC3CCN(CCn4c(=O)ccc5ncc(OC6CCOC6)cc54)CC3)nc2N1,0,7891
5326,CN1CCC(COCc2cc(cc(n2)C#N)C(F)(F)F)(CC1)c3ccccc3,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,0,4381
2834,CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccc2)c1,1,2898
6449,CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2641
7169,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1N5CCOCC5,c1ccc(N2CCC3CN(CCCSc4nnc(N5CCOCC5)[nH]4)CC32)cc1,1,789
2060,CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(=O)O,c1ccc(C2CC2)cc1,0,5044
7049,COc1ccc2ncc(F)c([C@@H](O)[C@H](O)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,0,4595
7608,Fc1cccc(F)c1OCCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,2372
5595,COC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2.CS(=O)(=O)O,O=C(OCC1CCN(Cc2ccc(-c3ccccc3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,1,6040
8182,Cc1oc(nn1)c2cccc(CN3CCN(CC3)C(=O)c4ccc(C[C@@H]5CC[C@@H](N5)[C@H](O)c6ccccc6)cc4)n2,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCN(Cc2cccc(-c3nnco3)n2)CC1,0,7216
914,Cc1oc2cc3CCN(CCCSc4nnc(c5ocnc5C)n4C)CCc3cc2n1,c1ncc(-c2nnc(SCCCN3CCc4cc5ncoc5cc4CC3)[nH]2)o1,0,3138
3558,Cc1nn2ccccc2c1CCNCc3ccc(\C=C\C(=O)NO)cc3,c1ccc(CNCCc2cnn3ccccc23)cc1,0,1127
3674,O[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,0,5961
2032,CC1=C(Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3,O=S1(=O)C=C(c2ccc(OCCCN3CCCC3)cc2)Oc2ccccc21,1,7910
3979,CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cccc(OC)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,O=C(Cc1ccccc1)NC1CCN(CCC(c2ccccc2)C2CCNCC2)CC1,0,1662
2277,CCc1n[nH]c(CC)c1Oc2cc(Cl)cc(c2)C#N,c1ccc(Oc2cn[nH]c2)cc1,0,5567
7753,FC(F)Oc1ccc(CN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,4479
5336,CN1CCC(COCc2cc(cc(Cl)n2)C(F)(F)F)(CC1)c3ccc(Cl)cc3,c1ccc(C2(COCc3ccccn3)CCNCC2)cc1,0,1842
275,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,O=c1ccn(C2C=CCO2)c(=O)[nH]1,0,2300
4964,COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cccnc3)CC2)C1,0,6127
7361,Fc1ccc(cc1Cl)N2N=C(OCCCN3CCCCC3)C=CC2=O,O=c1ccc(OCCCN2CCCCC2)nn1-c1ccccc1,1,8301
1098,CC(C)(C)N1CCC(CC1)(c2ccccc2)c3ccccc3,c1ccc(C2(c3ccccc3)CCNCC2)cc1,1,3412
375,CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,O=C(Nc1ccccc1)c1c[nH]c(-c2ccccc2)c1-c1ccccc1,0,8032
1862,CCN(CC)C(=O)c1cccc(c1)C2=CC3(CCNCC3)Oc4ccccc24,C1=C(c2ccccc2)c2ccccc2OC12CCNCC2,1,8098
6270,CC(C)c1noc(n1)N2CCN([C@H](C)C2)c3ncc(OCc4ccc(CS(=O)(=O)C)cc4F)cn3,c1ccc(COc2cnc(N3CCN(c4ncno4)CC3)nc2)cc1,0,880
3406,OC(=O)C1=CC(=C2C=CC=CN2C1=O)CN3CCC(CC3)(C#N)c4ccccn4,O=c1ccc(CN2CCC(c3ccccn3)CC2)c2ccccn12,0,7057
3257,COc1ccc(cc1)[C@H]2CN(CCC3CCS(=O)(=O)CC3)C[C@@H]2CC(=O)Nc4cccc(Cl)c4,O=C(CC1CN(CCC2CCS(=O)(=O)CC2)CC1c1ccccc1)Nc1ccccc1,1,3622
209,COc1ccccc1OCCNCC(O)COc2cccc3[nH]c4ccccc4c23,c1ccc(OCCNCCCOc2cccc3[nH]c4ccccc4c23)cc1,1,6631
117,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1,0,6308
7891,CN1C=CC(=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,O=C1OCc2cc(CCN3CCC4(CC3)CCN(c3cc[nH]c(=O)c3)C4=O)ccc21,0,7135
3959,CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N(C)C(=O)N(Cc4nccc5ccccc45)C(=O)c13,O=c1[nH]c2cc(N3CCCCC3)[nH]c2c(=O)n1Cc1nccc2ccccc12,0,8300
5534,COC1CCN(CC1)c2cc3c(Nc4ccc(C)cc4F)c(nnc3cc2OC)C(=O)N,c1ccc(Nc2cnnc3ccc(N4CCCCC4)cc23)cc1,0,5631
4903,CC(C)c1ccc(NC(=O)c2cccc(c2)c3nn([C@@H]4CCCN(C4)C(=O)C=C)c5ncnc(N)c35)cc1C,O=C(Nc1ccccc1)c1cccc(-c2nn(C3CCCNC3)c3ncncc23)c1,1,4514
877,CCN[C@@H](C)Cc1cccc(c1)C(F)(F)F,c1ccccc1,0,6789
6222,C[C@@H]1COCCN1c2nc(cc3c2ncn3C)c4cncc5[nH]ccc45,c1cc2c(-c3cc4[nH]cnc4c(N4CCOCC4)n3)cncc2[nH]1,0,7848
62,Clc1cccc(Cl)c1NC2=NCCN2,c1ccc(NC2=NCCN2)cc1,0,6910
5121,FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCC[C@@H]3C[C@H](C4)NCC5CCOCC5,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NCC1CCOCC1)C2,0,5619
2477,Cc1ncoc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,4235
2101,CCCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3,c1cc(N2CCOCC2)cc(CCc2ncco2)n1,1,4312
7804,COc1ccc(cc1)S(=O)(=O)NCCN2CC3CN(CCOc4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCOc3ccccc3)CC(C1)O2)c1ccccc1,0,8079
4974,O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4occn4,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ncco3)CC2)C1,0,4341
7128,Fc1ccccc1c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,1944
4832,COCC(=O)N1CCC(CC1)c2ccc(cc2C(F)(F)F)C(=O)NC(=N)N,c1ccc(C2CCNCC2)cc1,0,8123
6509,O[C@@]1(CC23CCC(CC2)(CO3)NC\C=C\c4c(F)cccc4F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,1,1483
5912,[2H]C([2H])(O)CN1CCN(CC1)c2cnc3cc(cc(NCc4cccc(c4)[N+](=O)[O-])c3c2)C(F)(F)F,c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,1,6421
8303,Cc1ccc(c(c1)C(=O)N2C[C@@]3(F)CN(C[C@@]3(F)C2)c4oc5ccccc5n4)n6nccn6,O=C(c1ccccc1-n1nccn1)N1CC2CN(c3nc4ccccc4o3)CC2C1,0,2198
8283,Cc1onc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)c1,c1ccc(Cn2ccc3ncnc(OCc4ccon4)c32)nc1,0,3275
2936,C[C@@H](N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccc(Cl)nc4,c1ccc(OC2CC3CCC(C2)N3Cc2cccnc2)cc1,1,2531
8096,C(C(c1cccnc1)c2cccnc2)c3ccccc3c4ccncc4,c1cncc(C(Cc2ccccc2-c2ccncc2)c2cccnc2)c1,0,4464
2362,Fc1ccc(COC2=CC(=O)N(C=C2)c3ccc(OCCN4CCCC4)cc3)cc1,O=c1cc(OCc2ccccc2)ccn1-c1ccc(OCCN2CCCC2)cc1,1,3694
1925,O=C(N(CC1CCC1)[C@H]2CCNC2)c3ccccc3Oc4ccccc4,O=C(c1ccccc1Oc1ccccc1)N(CC1CCC1)C1CCNC1,1,6651
7686,Fc1cccc(F)c1CCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,6388
5690,CCCCCCCN(CC)CC#CCCc1ccc(Cl)cc1,c1ccccc1,1,7175
542,CCCCN(Cc1cncn1Cc2ccc(cc2)C#N)[C@H]3CCN(Cc4ccccc4)C3=O,O=C1C(NCc2cncn2Cc2ccccc2)CCN1Cc1ccccc1,1,2342
5654,Fc1ccc(nc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5,O=C(NC(c1ccccc1)c1ccccn1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,468
7846,CCCCc1cc(OC2CCN(CCCCS(=O)(=O)NCCC)CC2)c3ncccc3c1,c1cnc2c(OC3CCNCC3)cccc2c1,1,3520
1810,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OCC4CCN(C)CC4)C#N,c1nc(NCC2CCC3(CCC3)CC2)cc(OCC2CCNCC2)n1,1,4641
3243,COc1ccc(cc1)[C@H]2CN(CCCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,O=C(NCC1CN(CCCc2ccccc2)CC1c1ccccc1)c1ccccc1,1,5625
1190,CC(C)CO\N=C\COc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1F,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2ccccc2o1,1,6451
2756,Cc1cccc(Nc2nc(nc3c(C)nn(CCOCC(F)(F)F)c23)N4CCNCC4)n1,c1ccc(Nc2nc(N3CCNCC3)nc3cn[nH]c23)nc1,1,8143
3073,CCO[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@H](CC3)c4ccccc4,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,1,5410
6205,OC(C1CCN(CCCOc2ccc(cc2)c3ccccc3)CC1)(c4ccccc4)c5ccccc5,c1ccc(-c2ccc(OCCCN3CCC(C(c4ccccc4)c4ccccc4)CC3)cc2)cc1,1,5422
6416,Cc1nc(cs1)c2nnc3CN(CCn23)C(=O)c4ccc(cc4)c5cccs5,O=C(c1ccc(-c2cccs2)cc1)N1CCn2c(nnc2-c2cscn2)C1,0,1918
5232,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4,O=C(NCc1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,0,259
3242,COc1ccc(cc1)[C@H]2CN(Cc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4,O=C(NCC1CN(Cc2ccccc2)CC1c1ccccc1)c1ccccc1,1,5219
3354,CO[C@@H]1COCC[C@@H]1N[C@@H]2CC[C@](C2)(C(C)C)C(=O)N3CCN(CC3)c4ccnc(c4)C(F)(F)F,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccncc2)CC1,0,1273
7149,Cn1c(SCCCN2CC3CCN(C3C2)c4cccc(OC(F)(F)F)c4)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,7714
5183,Cc1ccc(Cc2cc[n+](C)c(COc3ccc(C)cc3)c2)cc1.[O-]S(=O)(=O)C(F)(F)F,c1ccc(Cc2cc[nH+]c(COc3ccccc3)c2)cc1,1,4847
108,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,c1ccccc1,0,8165
1049,NC1CCN(C1)c2nc3N(C=C(C(=O)O)C(=O)c3cc2F)c4ccc(F)cc4F,O=c1ccn(-c2ccccc2)c2nc(N3CCCC3)ccc12,0,7958
5913,[2H]C(Nc1cc(cc2ncc(cc12)N3CCN(CC([2H])([2H])O)CC3)C(F)(F)F)c4cccc(c4)[N+](=O)[O-],c1ccc(CNc2cccc3ncc(N4CCNCC4)cc23)cc1,1,313
1694,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc3cccc(O)c3)cc1,c1ccc(CCN(CCCOc2ccccc2)Cc2ccccc2)cc1,1,6554
6732,Cc1nsc(n1)c2nnc3[C@@H](CCO)N(CCn23)C(=O)c4ccc(F)cc4,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,6723
6651,COc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5nc6NC(=O)COc6cc5C)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,5310
813,Cc1cc(c2ccc3CCN(CCSc4nnc(c5ccc(F)c(F)c5)n4C)CCc3c2)n(C)n1,c1ccc(-c2nnc(SCCN3CCc4ccc(-c5ccn[nH]5)cc4CC3)[nH]2)cc1,1,4480
4701,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,6601
5191,CC(=C1CCN(CC1)c2ccc(cc2F)N3C[C@H](Cn4cc(F)nn4)OC3=O)C#N,C=C1CCN(c2ccc(N3CC(Cn4ccnn4)OC3=O)cc2)CC1,0,6556
1383,COc1ccc(CN(C)C)c(Oc2ccc(Cl)c(Cl)c2)c1,c1ccc(Oc2ccccc2)cc1,1,7156
5894,CSc1nc(ccc1C(=O)NC23CC4CC(CC(C4)C2)C3)N5C[C@@H]6[C@H](C5)[C@H]6C(=O)O,O=C(NC12CC3CC(CC(C3)C1)C2)c1ccc(N2CC3CC3C2)nc1,0,6849
7192,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cncnc5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cncnc5)[nH]4)CC32)cc1,1,626
4307,Fc1ccc(cc1)C(CCCCC(=O)N2CC[C@@H](CNC(=O)c3cc(cc(c3)C(F)(F)F)C(F)(F)F)C2)c4ccc(F)cc4,O=C(NCC1CCN(C(=O)CCCCC(c2ccccc2)c2ccccc2)C1)c1ccccc1,1,5490
8081,Clc1ccccc1c2ncccc2CC(c3cccnc3)c4cccnc4,c1ccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)cc1,0,1943
3805,Cc1nc2C(=O)N(CCO)Cc2c(c1CN)c3ccc(Cl)cc3Cl,O=C1NCc2c(-c3ccccc3)ccnc21,0,1959
1726,CN1CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5,c1ccc(-c2nc3c(N4CCNCC4)ncnc3n2-c2ccccc2)cc1,1,5601
4331,Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(CC4CC4)C3)CC2)cc1Cl,O=C(Nc1ccccc1)N1CCN(CC2CCCN(CC3CC3)C2)CC1,1,2841
8164,Cc1cc(\C=C\C#N)cc(C)c1Oc2nc(NC3CCN(Cc4ccc(cc4)S(=O)(=O)N)CC3)nc5ccsc25,c1ccc(CN2CCC(Nc3nc(Oc4ccccc4)c4sccc4n3)CC2)cc1,1,3675
7712,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccc(cc5)S(=O)(=O)N,c1ccc(-c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)cc1,1,3565
2435,Cc1ncoc1c2nnc(SCCCN3CC4CC4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,1917
6432,COc1ccc2nccc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,539
6516,O[C@@]1(CC23CCC(CC2)(CO3)NCCCc4cc(F)ccc4F)CN5C(=O)C=Cc6ncc(F)c1c56,O=c1ccc2nccc3c2n1CC3CC12CCC(NCCCc3ccccc3)(CC1)CO2,1,7800
1535,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,c1cc(-c2cnc[nH]2)nc(Nc2ccc(N3CCNCC3)cc2)n1,0,4238
5935,CC(C)OC[C@H](Oc1ncnc2c1cnn2c3ncccc3Cl)C(=O)Nc4ccc(cn4)C#N,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,0,3596
3339,COc1cc(F)ccc1c2cncc(CNC(=O)C3CC3)c2,O=C(NCc1cncc(-c2ccccc2)c1)C1CC1,0,3370
7569,Cc1ncsc1c2nnc(SCCCN3CC[C@]4(C[C@@H]4c5ccc(cc5)C(F)(F)F)C3)n2C,c1ccc(C2CC23CCN(CCCSc2nnc(-c4cncs4)[nH]2)C3)cc1,1,7972
2595,C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4onc(Br)c4,c1cc(-c2ccc3cc(CCN4CCCC4)ccc3n2)on1,1,6674
2737,CC1(C)CC(NC(=O)C(F)(F)CO)c2cc(c3ccc(Cl)cc3)c(nc2O1)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,4309
7353,COc1cnc(cn1)C(=O)Nc2cc(F)c(F)c(c2)[C@]3(C)C[C@H](SC(=N3)N)c4c(C)onc4C,O=C(Nc1cccc(C2CC(c3cnoc3)SC=N2)c1)c1cnccn1,1,4242
7134,Cc1ncoc1c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(F)cc5)n2C,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnco5)[nH]4)CC32)cc1,1,2575
6359,N[C@H]1CCCC[C@H]1Nc2cnc(C(=O)N)c(Nc3cccc(n3)C(F)(F)F)c2,c1ccc(Nc2cncc(NC3CCCCC3)c2)nc1,1,5220
1147,CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc3ccccc3C#N,c1ccc(OCCCNCCc2ccc3ccccc3c2)cc1,1,8302
4407,Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)C5CCCCC5)c6cc(O)ncn6,O=C1N(c2ccc(C3CCCCC3)cc2)C(=O)C2(CCN(Cc3ccccn3)CC2)N1c1ccncn1,1,3792
7497,Fc1cccc(F)c1CCN2CC3CN(CCCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3,O=S(=O)(NCCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,1270
7656,Fc1ccc(CCN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1F,O=S(=O)(NCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,5493
7854,COC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(=N[C@H]1c3ccc(F)cc3Cl)c4nccs4,C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccccc1,0,1106
7157,COc1ccc(cc1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,3843
356,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4ccccc34)c5ccc(F)cc5,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1,1,8291
492,COC(=O)c1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25,O=C1NCCN1CCN1CCC(c2cn(-c3ccccc3)c3ccccc23)CC1,1,6838
7398,Cc1nn(C2CCN(CC2)C(=O)CN)c(C)c1Nc3ncc(Cl)c(n3)c4cnn5ccccc45,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,0,5026
3366,CC(C)N1CCN(CC1)C(=O)c2ccc(CN3CCCCC3)cc2,O=C(c1ccc(CN2CCCCC2)cc1)N1CCNCC1,0,2816
2955,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CC4CC4)c1,c1ccc(OC2CC3CCC(C2)N3CC2CC2)cc1,1,3205
7260,CC(C)(C)NC(=O)C1N(Cc2ccc(F)cc2c3ccc(F)cc3)C(=O)c4ccccc14,O=C1c2ccccc2CN1Cc1ccccc1-c1ccccc1,0,7234
5108,COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(OC)cc5C4,O=C(N1CCc2ncccc2C1)C12CCCC1CC(NC1CCOCC1)C2,0,5547
1618,O=C(NCCCN1CCCCC1)Nc2ccc(cc2)S(=O)(=O)Nc3ccccc3C(=O)c4ccccc4,O=C(NCCCN1CCCCC1)Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccccc2)cc1,1,2299
6202,COc1ccc2N=CC(=O)N(CC(N)C3(F)CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,O=C1COc2ccc(CNC3CCC(CCn4c(=O)cnc5ccccc54)CC3)nc2N1,0,7052
6030,Cc1c[nH]c2c(Nc3nc(N[C@@H]4CCCC[C@@H]4N)cc5N=CNC(=O)c35)cccc12,O=c1[nH]cnc2cc(NC3CCCCC3)nc(Nc3cccc4cc[nH]c34)c12,0,198
