,Canonical_smiles,Murcko,ClassD,No
4255,C[C@H]1COCCN1c2cc(CS(=O)(=O)C)nc(n2)c3ccc4[nH]ccc4c3,c1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,0,2984
2749,CC(=O)N[C@@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl,c1ccc(-c2cc3c(nc2-c2ccccc2)OCCC3)cc1,1,368
4538,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nc3c(s2)COCC3)CC1,0,5612
3399,Cl.CN1Cc2ccccc2[C@@H](N=C1CCc3ccc(NS(=O)(=O)C)cc3)c4ccc(F)cc4F,c1ccc(CCC2=NC(c3ccccc3)c3ccccc3CN2)cc1,0,1721
2638,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(cc4)C#N)c2)cc1,O=C(NCc1cccc(OCc2coc(-c3ccccc3)n2)c1)Oc1ccccc1,0,3930
2309,Cc1ccc(CCCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4)cc1,c1ccc(CCCCN2CCC(C(c3ccccc3)c3ccccc3)CC2)cc1,1,1198
6609,NC(=O)c1cnc2[nH]ccc2c1N[C@@H]3CCN(C[C@@H]3F)c4ccc(cn4)C#N,c1ccc(N2CCC(Nc3ccnc4[nH]ccc34)CC2)nc1,0,2565
5952,OC1CN(C[C@H](Oc2ncnc3c2cnn3c4ccccc4Cl)C(=O)Nc5ccc(F)cn5)C1,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,0,1199
6518,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(on4)c5cccs5)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc(-c4cccs4)on3)(CC1)CO2,1,4161
3200,CCOP(=O)(Sc1ccccc1)Sc2ccccc2,O=[PH](Sc1ccccc1)Sc1ccccc1,0,6710
508,Cc1ccnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5ccccc5,O=C(c1cccnc1)N1CCC(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1,1,6483
6036,COC1COCCC1N[C@@H]2C[C@H]3OCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F,O=C(N1CCc2ncccc2C1)C12CCOC1CC(NC1CCOCC1)C2,0,7739
954,Cc1ncoc1c2nnc(SCCCN3CCc4cc5NC(=O)COc5cc4CC3)n2C,O=C1COc2cc3c(cc2N1)CCN(CCCSc1nnc(-c2cnco2)[nH]1)CC3,1,3253
4588,[O-][N+](=O)c1ccc(CCN2CCN(CCc3ccc(cc3)c4cccc5C(=O)OCc45)CC2)cc1,O=C1OCc2c1cccc2-c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,4564
324,CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-],c1c[nH]cn1,0,1742
396,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,C1CCNC1,0,5427
2487,Cc1ccc(c(F)c1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,1,2512
2482,Cc1ncccc1c2nnc(SCCCN3C[C@@H]4C[C@@]4(C3)c5ccc(cc5)C(F)(F)F)n2C,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccnc4)[nH]2)C3)cc1,1,6219
2430,CCOc1cc(CN2CCC(CC2)Nc3oc4ccc(cc4n3)S(=O)(=O)CC)ccc1OC,c1ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)cc1,1,5580
7165,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C#N)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1597
1277,Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCCO3)CC1)c1cc(=O)c2ccccc2o1,1,267
4031,Nc1ncc(c2cnn(CCO)c2)c3scc(c4ccc(NC(=O)Nc5cccc(F)c5)cc4)c13,O=C(Nc1ccccc1)Nc1ccc(-c2csc3c(-c4cn[nH]c4)cncc23)cc1,1,60
831,Cc1onc(c1)c2ccc3CCN(CCCSc4nnc(c5ccncc5)n4C)CCc3c2,c1cc(-c2nnc(SCCCN3CCc4ccc(-c5ccon5)cc4CC3)[nH]2)ccn1,1,7541
4769,FC(F)(F)Oc1ccc(CNC(=O)C2N(C3CCOCC3)C(=O)c4ccccc24)cc1,O=C(NCc1ccccc1)C1c2ccccc2C(=O)N1C1CCOCC1,0,1557
5648,Clc1ccc(cc1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5,O=C(NC(c1ccccc1)c1ccccc1)C1CCC(N2CCOCC2)CC1c1ccccc1,1,4322
7884,NC(=O)c1cn(nc1Nc2ccnc(F)c2)[C@H]3COCC[C@@H]3C#N,c1cc(Nc2ccn(C3CCCOC3)n2)ccn1,0,2868
6735,Cc1ncc(CNC2CCN(CCN3C(=O)C=Cc4ncc(Oc5ccc(cc5)S(=O)(=O)N)cc34)CC2)cc1C#N,O=c1ccc2ncc(Oc3ccccc3)cc2n1CCN1CCC(NCc2cccnc2)CC1,0,729
6322,COc1cnc2C=CC(=O)N3C[C@@](O)(CC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c1c23,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7nccc5c76)(CC3)OC4)nc2N1,0,3261
6441,Oc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2265
2970,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5cc(Br)ccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,1421
7195,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cccnn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cccnn5)[nH]4)CC32)cc1,1,7011
901,CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F,O=C(NCc1ccccc1)C1CCC(N2CCC(c3ccccc3)CC2)C1,1,1332
2540,FC(F)(F)c1cccc(c1)c2cc(CCCN3CCCCC3)nc(n2)C#N,c1ccc(-c2cc(CCCN3CCCCC3)ncn2)cc1,1,4282
5672,[I-].CCCCCCC[N+](CC)(CC)C\C=C\Cc1ccc(Cl)cc1,c1ccccc1,1,1038
6766,COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5ncccc5N(CC(F)(F)F)C4=O,O=C1Nc2cccnc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,0,2674
5405,CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1,c1ccc2c(c1)c(-c1cnc3[nH]ccc3n1)nn2CC1CNC1,1,5688
5749,COC1COCCC1N[C@@H]2C[C@H]3CN(C[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F)c6nccs6,O=C(N1CCc2ncccc2C1)C12CC(NC3CCOCC3)CC1CN(c1nccs1)C2,0,249
2971,Cc1ncoc1c2nnc(SCCCN3CCC4(CCc5c(Br)cccc45)C3)n2C,c1ccc2c(c1)CCC21CCN(CCCSc2nnc(-c3cnco3)[nH]2)C1,1,2913
6498,O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,0,3935
133,OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,c1ccccc1,0,7126
5082,O=P(N(Cc1ccccn1)Cc2ccccn2)(c3ccccc3)c4ccccc4,O=P(c1ccccc1)(c1ccccc1)N(Cc1ccccn1)Cc1ccccn1,0,2704
7468,Fc1ccc(CCN2CC3CN(CCCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCCN1CC2CN(CCc3ccccc3)CC(C1)O2)c1ccccc1,0,3172
900,Cc1cccnc1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(c4ccccc4)c5cccnc5,O=C(c1ccccn1)N1CCC(N2CCC(N(c3ccccc3)c3cccnc3)CC2)CC1,1,6490
95,CC(C)NCC(O)c1ccc(O)c(O)c1,c1ccccc1,0,7472
3898,CCOC(=O)Nc1cccc(c1)[C@H](N2CCN(Cc3nc[nH]c3C)CC2)c4ccc(cc4)C(=O)N(C)CC,c1ccc(C(c2ccccc2)N2CCN(Cc3c[nH]cn3)CC2)cc1,0,6826
6691,N[C@H]1[C@@H](CNC1=O)Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2,O=C1CC(Oc2ccc3nccc(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CN1,0,4837
2439,COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3,c1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5ncccc45)[nH]2)C3)cc1,1,4073
4721,OC(=O)COc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,c1ccc(OC2CCN(CC3CCN(c4ccccc4)CC3)CC2)cc1,0,1615
657,O=C(NC1CCN(Cc2ccc3OCOc3c2)CC1)C4=CC(=O)c5ccccc5O4,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,294
2229,C[C@H](C1=C(CCN(C)C)Cc2ccccc12)c3ccccn3,C1=C(Cc2ccccn2)c2ccccc2C1,1,7667
6186,N[C@@H](CC(=O)N1C[C@@H](F)C[C@H]1C#N)Cc2cc(F)c(F)cc2F,O=C(CCCc1ccccc1)N1CCCC1,0,1327
4310,COc1cc(CN2CCC(CNCCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CN2CCC(CNCCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6773
2901,FC(F)(F)c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[C@]34CNC[C@H]3C4,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1,1,1932
7753,FC(F)Oc1ccc(CN2CC3CN(CCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCN1CC2CN(Cc3ccccc3)CC(C1)O2)c1ccccc1,0,4479
199,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)C4COc5ccccc5O4,O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1,1,874
6037,FC(F)(F)c1cnc2CCN(Cc2c1)C(=O)[C@@]34CCO[C@@H]3C[C@H](C4)NC5CCOCC5,O=C(N1CCc2ncccc2C1)C12CCOC1CC(NC1CCOCC1)C2,0,3775
2929,Cc1ncoc1c2nnc(SCCCN3[C@@H]4CC[C@H]3C[C@H](C4)c5ccc(cc5F)C(F)(F)F)n2C,c1ccc(C2CC3CCC(C2)N3CCCSc2nnc(-c3cnco3)[nH]2)cc1,1,7318
7148,Cn1c(SCCCN2CC3CCN(C3C2)c4cccc(F)c4)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,3024
834,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5cccs5)n4C)CCc3c2,c1csc(-c2nnc(SCCCN3CCc4ccc(-c5ncco5)cc4CC3)[nH]2)c1,1,5256
7126,OC(=O)c1cccc(c1)c2c[nH]c(n2)[C@H]3Cc4c([nH]c5ccccc45)[C@H](N3)C6CCOCC6,c1ccc(-c2c[nH]c(C3Cc4c([nH]c5ccccc45)C(C4CCOCC4)N3)n2)cc1,1,1538
6488,CC1COc2cnc(CNC34CCC(C[C@]5(O)CN6C(=O)C=Cc7ncc(F)c5c67)(CC3)OC4)cc2O1,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(cn3)OCCO4)(CC1)CO2,0,1081
992,Cc1nc(C)c(s1)c2nnc(SCCCN3CCc4ccc5oc(nc5c4CC3)C(F)(F)F)n2C,c1nc2c3c(ccc2o1)CCN(CCCSc1nnc(-c2cncs2)[nH]1)CC3,1,2834
3058,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3,c1ccc(-c2ccc(C3CCNC3)cc2)cc1,0,5130
4025,Cl.CC(=O)NCCc1ccccc1c2ccc([C@@H](CN)Cc3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)c(C)c2,c1ccc(OCCOc2ccc(CCc3ccc(-c4ccccc4)cc3)cc2)cc1,1,3807
2780,Fc1ccc(Oc2ccc(nc2)C(=O)N3CCCN(CC3)C4CCC4)cc1,O=C(c1ccc(Oc2ccccc2)cn1)N1CCCN(C2CCC2)CC1,1,2862
8334,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(F)c(F)c4F,O=C(c1ccccc1)N1CCn2c(nnc2-c2ncns2)C1,0,5274
6495,O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5nn4)CN6C(=O)C=Cc7ncc(F)c1c67,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(nn3)OCCO4)(CC1)CO2,0,5028
7578,Fc1ccc(OCCCN2CC3CN(CCCNS(=O)(=O)c4ccc(cc4)C#N)CC(C2)O3)cc1,O=S(=O)(NCCCN1CC2CN(CCCOc3ccccc3)CC(C1)O2)c1ccccc1,0,3690
8038,N\C(=N/N=C/c1ccc(F)cc1)\CC(O)c2cc3c(F)cc(F)cc3c4cc(ccc24)C(F)(F)F,C(CCc1cc2ccccc2c2ccccc12)=NN=Cc1ccccc1,1,4530
1434,C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,O=S(=O)(c1ccccc1)N1CCN(CC2CC2)CC1,0,3688
5382,CC(C)(C)NC(=O)NCCN1CCC(CO)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,O=C(NCC1CCNCC1)c1ccccc1,0,5046
5493,CC(C)Oc1nc(ncc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)C4CCNCC4,c1ccc(Nc2ccnc(Nc3cnc(C4CCNCC4)nc3)n2)cc1,1,2450
5795,CC(C)S(=O)(=O)N1CCC2(CCN(C2)C(=O)N3CCCN(CC3)C4CCC4)CC1,O=C(N1CCCN(C2CCC2)CC1)N1CCC2(CCNCC2)C1,0,124
1721,CN(C)C(=O)C(=O)NC(C)(C)C1=NC(=C(O)C(=O)N1C)C(=O)NCc2ccc(F)cc2,O=C(NCc1ccccc1)c1cc(=O)[nH]cn1,0,4092
181,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,c1ccccc1,0,7149
1065,C[C@@H](N1C=Nc2cc(Cl)ccc2C1=O)[C@](O)(Cn3cncn3)c4ccc(F)cc4F,O=c1c2ccccc2ncn1CC(Cn1cncn1)c1ccccc1,0,8127
4522,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nccs4,O=C(NC1CC1)C1CCCCC1C(=O)N1CCN(c2nccs2)CC1,0,1652
2361,CC1(C)Oc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccnc(N)c5)c2O1,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCO4)CC2)CC1,1,1781
835,Cc1oc(nc1)c2ccc3CCN(CCCSc4nnc(c5ccc6[nH]ccc6c5)n4C)CCc3c2,c1coc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)[nH]2)CC3)n1,1,6070
4852,Cl.C1NCC1C(Oc2ccccc2)c3ccc4ccccc4c3,c1ccc(OC(c2ccc3ccccc3c2)C2CNC2)cc1,1,5236
2934,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4cccs4)c1,c1ccc(OC2CC3CCC(C2)N3Cc2cccs2)cc1,1,3484
7124,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1C5CCCC5,c1ccc(N2CCC3CN(CCCSc4nnc(C5CCCC5)[nH]4)CC32)cc1,1,3942
6089,COc1cnc2N=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1,O=c1cnc2ncccc2n1CCN1CCC(NCc2cccnc2)CC1,0,5064
6243,Clc1cccc(Cl)c1CCNCC(=O)N2CCc3ccccc3C2C4CCCCC4,O=C(CNCCc1ccccc1)N1CCc2ccccc2C1C1CCCCC1,0,4712
7315,Cc1c(CCN2CCN(CC2)C(=O)Cc3ccc(cn3)n4cnnn4)ccc5C(=O)OCc15,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3)ccc21,0,392
3069,O[C@H]1CN(C[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)[C@@H]3CC[C@@H](CC3)c4ccccc4,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3ccccc3)CC2)C1,1,2001
7350,CNC(=O)c1cc(OCCCCN2CCC(CC2)c3noc4cc(F)ccc34)ccc1F,c1ccc(OCCCCN2CCC(c3noc4ccccc34)CC2)cc1,1,873
15,NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,c1ccc(NCc2ccco2)cc1,0,1202
4592,CS(=O)(=O)c1ccc(CCN2CCN(CCc3ccc(cc3)[N+](=O)[O-])CC2)cc1,c1ccc(CCN2CCN(CCc3ccccc3)CC2)cc1,1,3639
1567,O=C1OCCN1C2CCN(CCc3ccc(Oc4nc5ccccc5s4)cc3)CC2,O=C1OCCN1C1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1,1,4086
6579,CCn1cc(cn1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cn6)C7=NN(CC(=O)O)C(=O)O7,O=c1[nH]nc(C2(c3cn[nH]c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)o1,0,2231
5510,CC(=O)Nc1cc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)ccc1Cl,c1ccc(Nc2cc(NC3CC3)n3nccc3n2)cc1,0,2398
7121,COc1cccc(c1)N2CCC3CN(CCCSc4nnc(c5cnccn5)n4C)CC23,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,689
88,COc1c2OC(=O)C=Cc2cc3ccoc13,O=c1ccc2cc3ccoc3cc2o1,0,1385
164,COc1cc(ccc1Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5C,O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1,0,6853
754,CC1=CC(=O)N2N=C(C=CC2=N1)N3CC[C@@H]([C@@H](N)C3)c4cc(F)c(F)cc4F.OC(=O)C(F)(F)F,O=c1ccnc2ccc(N3CCC(c4ccccc4)CC3)nn12,0,612
5465,COc1ccccc1N2CCN(CCCCOc3ccc4C(=CC(=O)Oc4c3)C)CC2,O=c1ccc2ccc(OCCCCN3CCN(c4ccccc4)CC3)cc2o1,1,282
12,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,O=C(Cc1ccccc1)NC1C(=O)N2CCSC12,0,8148
1750,Cl.NC[C@@H]1CC[C@H](CC1)C(=O)Oc2ccc(CCC(=O)O)cc2,O=C(Oc1ccccc1)C1CCCCC1,0,3514
3106,Cc1cc(ccc1NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5)C(=O)O,O=C(Nc1ccccc1)C(C1CCCCC1)n1c(-c2ccccc2)nc2ccccc21,1,3069
4263,C[C@@H]1CCCN1CCN2CCc3cc(ccc3C2=O)c4ccc(cc4)C#N,O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1,1,6730
7643,C[C@@H]1C[C@H](N)CN(C1)c2ccncc2Nc3ncc4ccc(nn34)c5c(F)cccc5F,c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCCCC4)n3n2)cc1,1,6741
5779,Cc1cn(cn1)c2ccc(nn2)N3CCC(CC3)N4CCc5ccc(F)cc45,c1ccc2c(c1)CCN2C1CCN(c2ccc(-n3ccnc3)nn2)CC1,1,200
7669,Cn1c(SCCCN2CC[C@]3(C[C@H]3c4ccc(cc4)C(F)(F)F)C2)nnc1c5ccncc5,c1ccc(C2CC23CCN(CCCSc2nnc(-c4ccncc4)[nH]2)C3)cc1,1,3362
7992,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5cc(F)ccc5F)c2n1,c1ccc(C2CC(N3CCC(CCCc4ccnc5cccnc45)CC3)C2)cc1,0,5875
5466,CC1=CC(=O)Oc2cc(OCCCCN3CCC(CC3)c4noc5cc(F)ccc45)ccc12,O=c1ccc2ccc(OCCCCN3CCC(c4noc5ccccc45)CC3)cc2o1,1,6733
3710,FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5cncs5)c2c1,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3cncs3)CC2)C1,1,4546
1784,FC(F)(F)Oc1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2,O=C(COc1ccccc1)NC1CCN(Cc2ccn(-c3ccccc3)c2)CC1,1,8052
1054,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,O=C(Oc1ccc2c(c1)CCC1C2CCC2CCCC21)c1ccccc1,0,6818
4299,COc1cc(CNCC2CCN(CCCCCC(c3ccc(F)cc3)c4ccc(F)cc4)C2)cc(OC)c1OC,c1ccc(CNCC2CCN(CCCCCC(c3ccccc3)c3ccccc3)C2)cc1,1,6330
7139,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1c5cnccn5,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,1,1992
3767,COC(=O)C1(CNC(=O)c2cc(Cl)cc(Cl)c2)CCN(Cc3ccc(OC)cc3)CC1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,4350
4573,COCCN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,O=c1c2ccccc2c(Cc2ccccc2)nn1CC1CCCN1,1,2652
1111,CCC[S+]([O-])CCCN(CC)CC(O)COc1ccc(cc1)C#N,c1ccccc1,1,3404
622,CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@H]23)c4ccc(cc4)C#N)C(=O)Nc5ccc(F)c(c5)C(F)(F)F)CC1,O=C(Nc1ccccc1)N(CCCN1CCNCC1)C1CCC2(c3ccccc3)CC12,1,2828
4662,CN(C)c1ccc(\C=C\c2c(F)cccc2F)cc1,C(=Cc1ccccc1)c1ccccc1,0,7401
6462,COc1ccc2nc(OC)cc(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,7199
1640,Cc1ccc(CN2CCC(CNC(=O)c3cc(Cl)cc(Cl)c3)CC2)cc1,O=C(NCC1CCN(Cc2ccccc2)CC1)c1ccccc1,1,7417
669,Oc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(=O)c2ccccc2o1,1,6108
7799,O=S(=O)(NCCN1CC2CN(Cc3oc4ccccc4n3)CC(C1)O2)c5ccc(cc5)C#N,O=S(=O)(NCCN1CC2CN(Cc3nc4ccccc4o3)CC(C1)O2)c1ccccc1,0,3355
8315,CCc1noc(n1)c2nnc3[C@@H](C)N(CCn23)C(=O)c4ccc(cc4)c5cccs5,O=C(c1ccc(-c2cccs2)cc1)N1CCn2c(nnc2-c2ncno2)C1,0,2603
2834,CN(CCCN1CCN(CC1)c2cccc(Cl)c2Cl)C(=O)c3cc(c4ccccc4)n(C)c3C,O=C(NCCCN1CCN(c2ccccc2)CC1)c1c[nH]c(-c2ccccc2)c1,1,2898
6449,CCOc1cc(C)c2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,O=C1COc2ccc(CNC34CCC(CCc5ccnc6cccnc56)(CC3)OC4)nc2N1,1,2641
7169,Cn1c(SCCCN2CC3CCN(C3C2)c4ccc(cc4)C(F)(F)F)nnc1N5CCOCC5,c1ccc(N2CCC3CN(CCCSc4nnc(N5CCOCC5)[nH]4)CC32)cc1,1,789
4700,Cc1cc(F)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,c1ccc(CCN2CCC(CN3CCC(Oc4ccccc4)CC3)CC2)cc1,0,2990
1242,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)C(=O)c4c(O)ccc(Cl)c4[C@@]3(C)O,O=C1C2=CC3C(=O)C=CCC3CC2Cc2ccccc21,0,1025
237,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1,0,7619
5595,COC(=O)c1ccccc1c2ccc(CN3CCC(COC(=O)c4c5OCCCn5c6ccccc46)CC3)cc2.CS(=O)(=O)O,O=C(OCC1CCN(Cc2ccc(-c3ccccc3)cc2)CC1)c1c2n(c3ccccc13)CCCO2,1,6040
1590,Oc1ncccc1C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O,O=C(c1cccnc1)N1CCC(NCc2cncn2Cc2ccccc2)C1=O,0,1003
422,COC(=O)[C@@H](N1CCc2sccc2C1)c3ccccc3Cl,c1ccc(CN2CCc3sccc3C2)cc1,0,1480
4515,CCOC(=O)N1CCN(Cc2oc(nn2)c3cccc(Cl)c3)CC1,c1ccc(-c2nnc(CN3CCNCC3)o2)cc1,0,7505
4797,COc1ccc2N=CC(=O)N(CCN3CC[C@H](NCc4cc5OCCOc5cn4)[C@H](O)C3)c2c1,O=c1cnc2ccccc2n1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,0,7116
